userId,movieId,rating
10815242,1211,4.5
10815242,88163,4.5
10815242,3357,4.5
10815242,668,4.5
10815242,33880,4.5
17729060,2028,4
17729060,50,4
17729060,593,4
17729060,2324,4
17729060,318,4
4255187,318,4.5
4255187,53883,4.5
4255187,260,4.5
4255187,527,4.5
4255187,1147,4.5
8613072,25825,5
8613072,2731,5
8613072,1193,5
8613072,76251,5
8613072,913,5
10941605,6380,4
10941605,318,4
10941605,1199,4
10941605,8154,4
10941605,1288,4
16308961,1221,5
16308961,1104,5
16308961,915,5
16308961,2313,5
16308961,778,5
15566807,3223,5.5
15566807,4183,5.5
15566807,1177,5.5
15566807,5949,5.5
15566807,40946,5.5
834793,2318,5
834793,4174,5
834793,930,5
834793,50658,5
834793,1221,4.5
5026453,73744,5.5
5026453,4500,5.5
5026453,4272,5.5
5026453,71640,5.5
5026453,8933,5.5
11114297,7153,4.5
11114297,908,4.5
11114297,3307,4.5
11114297,1089,4.5
11114297,4979,4.5
10702758,2858,4
10702758,515,4
10702758,2324,4
10702758,6867,4
10702758,290,4
7737341,31410,4.5
7737341,527,4.5
7737341,590,4.5
7737341,902,4.5
7737341,2067,4.5
3276293,858,4
3276293,2324,4
3276293,4993,4
3276293,750,4
3276293,1207,4
3095671,912,5
3095671,923,5
3095671,4973,4.5
3095671,5618,4.5
3095671,2019,4.5
17288908,858,5.5
17288908,81257,5
17288908,922,5
17288908,8670,5
17288908,2972,5
8470403,7327,5
8470403,7502,5
8470403,1204,5
8470403,7560,5
8470403,7111,5
19890205,1136,5
19890205,1266,4.5
19890205,1198,4.5
19890205,1221,4.5
19890205,318,4.5
17530434,527,4.5
17530434,356,4.5
17530434,593,4.5
17530434,2571,4.5
17530434,318,4.5
6270484,7153,4.5
6270484,928,4.5
6270484,318,4.5
6270484,79132,4.5
6270484,1221,4.5
516,1234,5
516,1949,4.5
516,318,4.5
516,50,4.5
516,3196,4.5
6166161,318,5
6166161,7502,5
6166161,7361,5
6166161,858,5
6166161,2324,4.5
2301347,1221,4.5
2301347,527,4.5
2301347,1212,4.5
2301347,1204,4.5
2301347,928,4.5
3790351,81665,5
3790351,670,5
3790351,3429,5
3790351,31590,5
3790351,318,5
8198943,46976,5
8198943,53883,5
8198943,4500,5
8198943,73744,5
8198943,4272,5
8295317,318,4.5
8295317,3435,4.5
8295317,1193,4.5
8295317,7502,4.5
8295317,1242,4.5
383996,1198,4.5
383996,87004,4.5
383996,48516,4.5
383996,3435,4.5
383996,2291,4.5
6688345,318,4
6688345,858,4
6688345,2324,4
6688345,527,4
6688345,50,4
14881629,858,5.5
14881629,2351,5
14881629,2859,5
14881629,1172,5
14881629,6611,5
18011290,527,4.5
18011290,260,4.5
18011290,1214,4.5
18011290,2859,4.5
18011290,4226,4.5
7097974,1221,5
7097974,750,5
7097974,6711,4.5
7097974,7361,4.5
7097974,858,4.5
3928234,7361,5
3928234,81257,4.5
3928234,50,4.5
3928234,1949,4.5
3928234,33166,4.5
6742962,50,5
6742962,7111,5
6742962,4404,5
6742962,969,5
6742962,6400,5
3209781,91529,5
3209781,318,5
3209781,2959,5
3209781,7153,5
3209781,32,5
19233941,4272,5.5
19233941,4500,5
19233941,44587,5
19233941,73744,5
19233941,7111,5
1676483,106696,5
1676483,936,4.5
1676483,53883,4.5
1676483,2843,4.5
1676483,7502,4.5
16619875,1214,5
16619875,6377,5
16619875,541,5
16619875,1136,5
16619875,1207,4.5
903127,2238,5
903127,4500,5
903127,73744,5
903127,7456,5
903127,8670,5
17245525,43497,5.5
17245525,7456,5.5
17245525,61967,5.5
17245525,6985,5.5
17245525,25759,5.5
7569560,318,4
7569560,1198,4
7569560,1136,4
7569560,527,4
7569560,1221,4
909736,1232,5
909736,318,5
909736,1211,5
909736,1198,5
909736,5810,5
19274378,6611,5
19274378,7502,5
19274378,50851,4.5
19274378,2176,4.5
19274378,668,4.5
9307056,26813,5
9307056,1252,5
9307056,5909,5
9307056,3307,5
9307056,52767,5
8304123,5820,5
8304123,750,4.5
8304123,1219,4.5
8304123,2527,4.5
8304123,1136,4.5
2295096,858,5.5
2295096,6643,5.5
2295096,4914,5.5
2295096,7111,5.5
2295096,30803,5.5
4529326,899,4.5
4529326,858,4.5
4529326,4235,4.5
4529326,48516,4.5
4529326,750,4.5
4950224,928,5
4950224,678,5
4950224,5618,5
4950224,904,5
4950224,79132,5
6349372,318,4.5
6349372,527,4.5
6349372,50,4.5
6349372,7502,4.5
6349372,858,4.5
17437632,668,4.5
17437632,7502,4.5
17437632,318,4.5
17437632,1361,4.5
17437632,913,4.5
9533258,31410,4.5
9533258,213,4.5
9533258,858,4.5
9533258,913,4.5
9533258,3134,4.5
1319149,318,5
1319149,2628,5
1319149,79132,4.5
1319149,91529,4.5
1319149,58559,4.5
9487482,290,5
9487482,51127,5
9487482,7502,5
9487482,88129,5
9487482,7361,5
9296376,3949,4.5
9296376,1252,4.5
9296376,858,4.5
9296376,541,4.5
9296376,1732,4.5
16447343,915,5
16447343,1124,4.5
16447343,905,4.5
16447343,1262,4.5
16447343,2973,4.5
14809420,2318,4.5
14809420,1263,4.5
14809420,1214,4.5
14809420,27705,4.5
14809420,6380,4.5
14546031,2186,5
14546031,2019,5
14546031,1212,5
14546031,899,5
14546031,904,5
8710518,858,4.5
8710518,2324,4.5
8710518,61406,4.5
8710518,6867,4.5
8710518,1732,4.5
2475718,4144,5
2475718,91199,5
2475718,7013,5
2475718,968,5
2475718,3983,5
1567284,56174,5
1567284,2920,4.5
1567284,6669,4.5
1567284,72641,4.5
1567284,97,4.5
8747579,318,4.5
8747579,7502,4.5
8747579,2571,4.5
8747579,1199,4.5
8747579,306,4.5
12821628,7371,4.5
12821628,98154,4.5
12821628,953,4.5
12821628,318,4.5
12821628,1344,4.5
3103887,720,5
3103887,97,5
3103887,110,5
3103887,1221,5
3103887,3677,5
8253435,40946,5.5
8253435,2609,5
8253435,5404,5
8253435,4272,5
8253435,5690,5
11253162,5618,5
11253162,2019,4.5
11253162,3307,4.5
11253162,3088,4.5
11253162,68157,4.5
3603245,26012,5.5
3603245,4500,5.5
3603245,30747,5.5
3603245,50658,5.5
3603245,7502,5
12741737,527,5
12741737,2937,5
12741737,296,5
12741737,306,5
12741737,1209,5
5730689,68157,5
5730689,2324,5
5730689,8589,4.5
5730689,96079,4.5
5730689,58559,4.5
9764658,2019,5
9764658,608,5
9764658,1193,5
9764658,922,5
9764658,858,5
1730617,1464,5
1730617,2324,5
1730617,1221,4.5
1730617,47,4.5
1730617,318,4.5
9619667,2176,5
9619667,96821,5
9619667,7116,5
9619667,31410,5
9619667,4262,5
6975738,1222,4.5
6975738,318,4.5
6975738,3030,4.5
6975738,68157,4.5
6975738,3811,4.5
7830214,2959,4.5
7830214,91529,4.5
7830214,318,4.5
7830214,60069,4.5
7830214,58559,4.5
13691323,356,5
13691323,4272,5
13691323,2324,5
13691323,318,5
13691323,1211,5
19076306,260,5
19076306,1232,5
19076306,1224,5
19076306,296,5
19076306,858,5
8508804,2238,5.5
8508804,4824,5.5
8508804,1147,5.5
8508804,73744,5.5
8508804,2330,5.5
3339715,2324,4.5
3339715,1196,4.5
3339715,1198,4
3339715,318,4
3339715,4973,4
14748319,6016,4.5
14748319,1218,4.5
14748319,1212,4.5
14748319,3462,4.5
14748319,2238,4.5
7957060,1095,4.5
7957060,1136,4.5
7957060,8751,4.5
7957060,4979,4
7957060,5062,4
1763749,2000,4
1763749,318,4
1763749,2324,4
1763749,908,4
1763749,2501,4
6540069,50,4.5
6540069,527,4.5
6540069,898,4.5
6540069,1221,4.5
6540069,79132,4.5
16946203,953,5
16946203,56508,5
16946203,26524,5
16946203,93432,5
16946203,3788,4.5
6603205,1193,5
6603205,3949,5
6603205,2160,5
6603205,7371,5
6603205,38038,5
11457914,318,4.5
11457914,858,4
11457914,527,4
11457914,1198,4
11457914,50,4
3739235,2959,5
3739235,91529,4.5
3739235,318,4.5
3739235,923,4.5
3739235,3147,4.5
6464073,858,5
6464073,4226,5
6464073,318,5
6464073,668,4.5
6464073,1246,4.5
18497379,670,5
18497379,8933,5
18497379,8125,5
18497379,1284,5
18497379,3739,5
19315172,4500,5.5
19315172,4272,5.5
19315172,8933,5
19315172,2972,5
19315172,67508,5
7525819,52885,4
7525819,318,4
7525819,59315,4
7525819,953,4
7525819,457,4
3035910,5952,4.5
3035910,4993,4.5
3035910,2329,4.5
3035910,2571,4.5
3035910,2324,4.5
4834436,318,4.5
4834436,5952,4.5
4834436,858,4.5
4834436,1234,4.5
4834436,50,4
14458765,2028,5
14458765,1232,5
14458765,7153,5
14458765,6874,5
14458765,318,4.5
7520283,26012,5
7520283,6611,5
7520283,27716,5
7520283,4500,5
7520283,2557,5
7642056,318,4.5
7642056,4223,4.5
7642056,40412,4.5
7642056,1286,4.5
7642056,2539,4.5
3918803,4272,5
3918803,73744,5
3918803,77658,5
3918803,6026,5
3918803,81665,5
19256036,926,4.5
19256036,858,4.5
19256036,3435,4.5
19256036,1221,4.5
19256036,750,4.5
6940338,318,5
6940338,590,4.5
6940338,2840,4.5
6940338,4014,4.5
6940338,527,4.5
4652937,4226,4.5
4652937,1212,4.5
4652937,858,4
4652937,750,4
4652937,1449,4
13955049,2068,4.5
13955049,1199,4.5
13955049,44555,4.5
13955049,8125,4.5
13955049,1694,4.5
12210677,750,4.5
12210677,318,4.5
12210677,541,4.5
12210677,1233,4.5
12210677,858,4.5
2054356,858,4
2054356,8334,4
2054356,260,4
2054356,318,4
2054356,1197,3.5
1729635,293,5
1729635,7153,4.5
1729635,2959,4.5
1729635,318,4.5
1729635,58559,4.5
4958672,33451,4.5
4958672,308,4.5
4958672,59387,4.5
4958672,4336,4.5
4958672,59900,4.5
8096782,318,5
8096782,1262,5
8096782,858,5
8096782,903,5
8096782,5418,5
3831145,4272,6
3831145,2999,6
3831145,136,6
3831145,2920,6
3831145,73744,5.5
19894260,81257,5.5
19894260,51545,5.5
19894260,199,5.5
19894260,73744,5.5
19894260,31590,5.5
10948838,2019,4
10948838,1206,4
10948838,608,4
10948838,2575,4
10948838,2076,4
13414075,7669,4.5
13414075,1212,4.5
13414075,1208,4.5
13414075,905,4.5
13414075,1221,4.5
12556954,4272,5.5
12556954,4500,5.5
12556954,73744,5.5
12556954,81665,5.5
12556954,8915,5.5
14027348,4468,5
14027348,31101,5
14027348,714,5
14027348,3996,4.5
14027348,924,4.5
2438123,58559,5
2438123,318,4.5
2438123,7153,4.5
2438123,3578,4.5
2438123,97,4.5
47346,260,5
47346,2324,5
47346,527,5
47346,3022,4.5
47346,3793,4.5
915434,8638,5
915434,1217,5
915434,1193,5
915434,1732,5
915434,2329,5
11911,290,4.5
11911,318,4.5
11911,1234,4.5
11911,2360,4.5
11911,1193,4.5
250758,318,4.5
250758,922,4.5
250758,741,4.5
250758,4878,4.5
250758,1198,4.5
4188388,926,4.5
4188388,668,4.5
4188388,50851,4.5
4188388,4432,4.5
4188388,1089,4.5
8879835,7502,5
8879835,3462,5
8879835,74458,5
8879835,1251,5
8879835,45506,5
11662237,3052,4.5
