movieId,rating
318.0,4.5
858.0,4.5
2019.0,4.5
527.0,4.5
1212.0,4.5
50.0,4.5
1221.0,4.0
908.0,4.0
2324.0,4.0
904.0,4.0
44555.0,4.0
6016.0,4.0
1198.0,4.0
4973.0,4.0
3435.0,4.0
912.0,4.0
1193.0,4.0
922.0,4.0
1178.0,4.0
5618.0,4.0
58559.0,4.0
926.0,4.0
750.0,4.0
1234.0,4.0
3307.0,4.0
2959.0,4.0
1237.0,4.0
1213.0,4.0
950.0,4.0
928.0,4.0
593.0,4.0
4226.0,4.0
2571.0,4.0
1203.0,4.0
1148.0,4.0
1260.0,4.0
905.0,4.0
1147.0,4.0
31410.0,4.0
1136.0,4.0
79132.0,4.0
913.0,4.0
1233.0,4.0
1248.0,4.0
1284.0,4.0
3429.0,4.0
1207.0,4.0
260.0,4.0
7502.0,4.0
2858.0,4.0
745.0,4.0
1196.0,4.0
1217.0,4.0
898.0,4.0
930.0,4.0
5971.0,4.0
7256.0,4.0
1252.0,4.0
1197.0,4.0
4993.0,4.0
7361.0,4.0
1224.0,4.0
1250.0,4.0
1267.0,4.0
541.0,4.0
7153.0,4.0
1945.0,4.0
1262.0,4.0
1208.0,4.0
1247.0,4.0
3949.0,4.0
1204.0,4.0
5952.0,4.0
800.0,4.0
2329.0,4.0
1099.0,4.0
5291.0,4.0
1276.0,4.0
1172.0,4.0
668.0,4.0
7156.0,4.0
720.0,4.0
903.0,4.0
3468.0,4.0
306.0,4.0
48516.0,4.0
1288.0,4.0
1201.0,4.0
296.0,4.0
2859.0,4.0
2028.0,4.0
3088.0,4.0
1089.0,4.0
1949.0,4.0
1225.0,4.0
1254.0,4.0
1131.0,4.0
6331.0,4.0
81845.0,4.0
7099.0,4.0
1617.0,4.0
899.0,4.0
27611.0,4.0
923.0,4.0
110.0,4.0
1219.0,4.0
2762.0,4.0
911.0,4.0
1189.0,4.0
910.0,4.0
3000.0,4.0
3134.0,4.0
293.0,4.0
30749.0,4.0
1303.0,4.0
47.0,4.0
1228.0,4.0
2186.0,4.0
356.0,4.0
232.0,4.0
91529.0,4.0
3201.0,4.0
48394.0,4.0
2692.0,4.0
5782.0,4.0
7090.0,4.0
1199.0,4.0
1280.0,4.0
1266.0,4.0
1704.0,4.0
3022.0,4.0
48780.0,4.0
1214.0,4.0
1304.0,4.0
3030.0,4.0
5995.0,4.0
68157.0,4.0
4011.0,4.0
1272.0,4.0
31658.0,4.0
953.0,4.0
290.0,4.0
969.0,4.0
4878.0,4.0
1251.0,4.0
68237.0,4.0
97.0,4.0
6350.0,4.0
2731.0,4.0
3196.0,4.0
916.0,4.0
1292.0,4.0
61240.0,4.0
994.0,4.0
6380.0,4.0
1242.0,4.0
1210.0,4.0
27773.0,4.0
1259.0,4.0
60069.0,4.0
1222.0,4.0
1299.0,4.0
1256.0,4.0
1950.0,4.0
1278.0,4.0
8154.0,4.0
1732.0,4.0
7075.0,4.0
1041.0,4.0
457.0,4.0
246.0,4.0
68954.0,4.0
3730.0,4.0
2289.0,4.0
7669.0,4.0
4914.0,4.0
1244.0,4.0
2357.0,4.0
7013.0,4.0
1291.0,4.0
3091.0,4.0
778.0,4.0
162.0,4.0
1230.0,4.0
307.0,4.0
53123.0,4.0
1258.0,4.0
909.0,4.0
943.0,4.0
7396.0,4.0
1449.0,4.0
8014.0,4.0
4235.0,4.0
1209.0,4.0
1080.0,4.0
3504.0,4.0
3035.0,4.0
3470.0,4.0
1206.0,4.0
1283.0,4.0
2788.0,4.0
6104.0,4.0
26776.0,4.0
4263.0,4.0
78499.0,4.0
2819.0,4.0
