Adventure,Animation,Children,Comedy,Fantasy,Romance,Drama,Action,Crime,Thriller,Horror,Mystery,Sci-Fi,IMAX,Documentary,War,Musical,Western,Film-Noir,(no genres listed)
-0.0303298998624,-0.0154957026243,0.00628130324185,0.0259332787246,-0.010686641559,0.0236310698092,0.00630161352456,-0.0507777258754,-0.0175624676049,-0.0254149213433,0.00162318383809,0.000112824556709,-0.0110188331455,0.00011282464402,-0.0153595628217,0.00356166088022,-0.0156206302345,-0.0107323089615,0.0104973716661,-0.00483869668096
-0.0100389793515,-0.00687105674297,0.00220658094622,0.00197539804503,-0.0109576536343,-0.000566209608223,-0.00171114341356,-0.00135208386928,0.000621792685706,-0.000468178768642,-0.00205050036311,0.00691423565149,-0.00296184699982,-0.0192484110594,-0.00796532165259,0.00140957755502,-0.0237857904285,0.00621262891218,0.011390038766,-0.00228334474377
0.00208820216358,0.00602980516851,-0.00602854974568,0.00151226250455,0.00601524161175,-0.00601483229548,0.00601507117972,-0.00496824411675,-0.00601557549089,-0.00496824411675,-0.00601836433634,-0.00602419534698,-0.0115390792489,-0.0238101501018,0.00601474288851,-0.0060158749111,-0.00602936558425,0.006016172003,0.0060148560442,0.00602273782715
0.0100707309321,0.000811030098703,-0.000731321575586,0.000973198853899,-5.84581430303e-05,-0.011160784401,0.0203923098743,-0.0186394769698,-0.0359870046377,-0.0201578773558,8.96515630302e-05,-0.00804063305259,-0.0134669775143,-1.66176281624e-08,0.000846231123433,-0.000838115636725,-0.00081483006943,1.23747867065e-07,0.000779230671469,-1.4116868563e-08
-0.00491286814213,-0.00490650022402,0.00493819173425,-0.000708257488441,0.00812153983861,0.0048774429597,0.00794405303895,-0.00814583338797,0.00792515091598,0.00467014079913,0.00816809944808,0.00494025228545,0.0042734220624,-0.00490113440901,-0.00466343015432,0.00486399699003,0.00853461585939,-0.00818881765008,-0.00487795565277,0.00485877040774
-0.017949603498,-0.0147513886914,-0.00551439030096,-0.00678042508662,-0.00310715846717,-0.0219329744577,0.000626349647064,-0.00850183609873,0.00813260115683,-0.0114950258285,-0.0119992401451,1.26229988382e-05,-0.0147152766585,-0.0090399812907,-7.62612815643e-15,-1.69687112361e-07,-1.47494506564e-06,-0.00233426969498,1.1792666843e-10,1.22059282148e-05
2.2087205398e-09,0.00580571778119,1.67834059539e-06,0.0103813968599,-3.76876914743e-06,0.00331583782099,-0.00925150513649,0.00673415837809,0.0138541534543,0.0011220718734,-0.00401403242722,0.0114016057923,-0.00536379078403,0.00296783121303,1.40546561056e-08,-0.0202121771872,-5.02419497934e-05,4.2506497266e-05,-0.000201585164177,4.24821701017e-05
-0.00466697802767,-0.000914561154786,0.000970311637502,-0.00865830481052,0.0154977655038,0.00283150747418,0.0329460985959,-0.00282321451232,0.000701067503542,0.001847097883,-1.48698436533e-05,0.000480254093418,0.00192265445367,4.35722450008e-17,4.00832220748e-07,0.000106950246845,0.00224300287664,-0.000734579516575,-0.00775242596865,5.14811381436e-06
0.00736302509904,-0.00734792370349,0.00739987753332,-0.00737187312916,0.00734004424885,0.0210614670068,0.0654424205422,-0.00737757515162,0.00735092535615,0.0541029758751,-0.00735633261502,-0.00735412398353,0.0540830679238,0.00737078627571,-0.00740546593443,0.00734747480601,0.00736808404326,-0.00735108647496,0.00735964253545,-0.00736915087327
-0.00374601827934,1.20617222876e-08,1.20617222876e-08,0.00673622544855,0.000282726454316,-0.00301666045561,0.00608354527503,-0.00591637985781,-0.00329718389548,-0.012961357832,9.18389218896e-07,-0.00149717915338,5.10140089318e-05,-2.68037525508e-09,2.0775031695e-10,-1.2545878235e-05,8.15121984488e-06,-7.19911574798e-10,-0.0056370627135,-2.21614811835e-07
